order_number,order_date,financial_status,fulfillment_status,country,province,city,customer_ref,product_title,product_type,vendor,sku,variant_title,quantity,unit_price,line_discount,line_total,order_total,currency,source_name
#1880,2025-11-13,refunded,fulfilled,Spain,Madrid,Madrid,cust_01026,Stone Wool Throw,Bedding,Nordic Sleep,SKU-0019-01,Charcoal,2,39.48,0,78.96,111.48,EUR,web
#1880,2025-11-13,refunded,fulfilled,Spain,Madrid,Madrid,cust_01026,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-02,Medium,1,13.17,0,13.17,111.48,EUR,web
#3499,2026-05-20,paid,fulfilled,Spain,País Vasco,San Sebastián,cust_01197,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,1,32.28,0,32.28,142.1,EUR,web
#3499,2026-05-20,paid,fulfilled,Spain,País Vasco,San Sebastián,cust_01197,Walnut Ceramic Bowl Set,Kitchen,Aurora Kitchen,SKU-0003-02,,1,44.02,0,44.02,142.1,EUR,web
#3499,2026-05-20,paid,fulfilled,Spain,País Vasco,San Sebastián,cust_01197,Linen Reading Light,Lighting,Lumen Co,SKU-0036-03,,1,30.35,4.4,25.95,142.1,EUR,web
#3499,2026-05-20,paid,fulfilled,Spain,País Vasco,San Sebastián,cust_01197,Copper Wall Mirror,Decor,Casa Bonita,SKU-0040-04,,1,15.19,0,15.19,142.1,EUR,web
#2056,2025-11-26,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00448,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,38.5,EUR,web
#3617,2026-06-04,paid,fulfilled,Spain,Galicia,Vigo,cust_00064,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,,1,16.22,1.29,14.93,18.07,EUR,web
#2293,2025-12-14,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00660,Marble Cotton Sheet Set,Bedding,Nordic Sleep,SKU-0026-01,Medium,1,66.77,0,66.77,80.79,EUR,web
#2932,2026-03-02,paid,fulfilled,France,Occitanie,Montpellier,cust_00330,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,Charcoal,1,14.92,2.35,12.57,15.21,EUR,web
#3763,2026-06-24,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00914,Oak Vanity Tray,Bath,Pure Bath,SKU-0056-01,Small,1,24.8,0,24.8,139.71,EUR,web
#3763,2026-06-24,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00914,Marble Quilted Bedspread,Bedding,Nordic Sleep,SKU-0021-02,,1,63.83,11.16,52.67,139.71,EUR,web
#3763,2026-06-24,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00914,Linen Ceramic Vase,Decor,Casa Bonita,SKU-0041-03,,1,37.99,0,37.99,139.71,EUR,web
#2513,2025-12-30,paid,fulfilled,Spain,Madrid,Madrid,cust_00172,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,,1,14.92,0,14.92,18.05,EUR,web
#1732,2025-11-01,paid,fulfilled,France,Occitanie,Toulouse,cust_00734,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,,1,22.58,0,22.58,27.32,EUR,web
#1682,2025-10-26,paid,fulfilled,Germany,Hamburg,Hamburg,cust_01062,Stone Espresso Mug,Kitchen,Aurora Kitchen,SKU-0005-01,,1,17.01,2.7,14.31,17.32,EUR,web
#3961,2026-07-24,paid,fulfilled,France,Occitanie,Toulouse,cust_00316,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,,1,33.99,0,33.99,41.13,EUR,pos
#1561,2025-10-15,paid,fulfilled,France,Provence,Nice,cust_00535,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,1,23.35,0,23.35,28.25,EUR,web
#3746,2026-06-22,paid,fulfilled,France,Occitanie,Toulouse,cust_00866,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,1,32.28,2.45,29.83,36.09,EUR,web
#2940,2026-03-03,paid,fulfilled,Spain,Madrid,Madrid,cust_00026,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,1,13.17,0,13.17,15.94,EUR,web
#2194,2025-12-07,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00302,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,1,13.17,2.44,10.73,113.39,EUR,web
#2194,2025-12-07,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00302,Stone Robe,Bath,Pure Bath,SKU-0055-02,,3,27.66,0,82.98,113.39,EUR,web
#2736,2026-01-30,paid,fulfilled,France,Île-de-France,Versailles,cust_00358,Bamboo Table Lamp,Lighting,Lumen Co,SKU-0037-01,Small,2,39.74,0,79.48,96.17,EUR,web
#3384,2026-05-05,paid,fulfilled,Spain,Galicia,A Coruña,cust_00695,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-01,,1,24.54,0,24.54,96.17,EUR,web
#3384,2026-05-05,paid,fulfilled,Spain,Galicia,A Coruña,cust_00695,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-02,,2,23.35,0,46.7,96.17,EUR,web
#3384,2026-05-05,paid,fulfilled,Spain,Galicia,A Coruña,cust_00695,Copper Scented Candle,Decor,Casa Bonita,SKU-0045-03,,1,8.24,0,8.24,96.17,EUR,web
#1860,2025-11-11,paid,fulfilled,Spain,Galicia,Vigo,cust_00297,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,Charcoal,1,13.17,0,13.17,15.94,EUR,web
#3405,2026-05-09,paid,fulfilled,Spain,País Vasco,Bilbao,cust_00315,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,Charcoal,2,33.99,0,67.98,160.37,EUR,web
#3405,2026-05-09,paid,fulfilled,Spain,País Vasco,Bilbao,cust_00315,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-02,Natural,2,32.28,0,64.56,160.37,EUR,web
#1593,2025-10-18,paid,fulfilled,Spain,Valencia,Alicante,cust_00513,Terracotta Pendant Light,Lighting,Lumen Co,SKU-0038-01,Small,2,38.48,0,76.96,184.85,EUR,web
#1593,2025-10-18,paid,fulfilled,Spain,Valencia,Alicante,cust_00513,Oak Bath Towel Set,Bath,Pure Bath,SKU-0051-02,,3,25.27,0,75.81,184.85,EUR,web
#1919,2025-11-15,paid,fulfilled,Spain,Andalucía,Sevilla,cust_01022,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,Small,3,13.17,7.11,32.4,162.65,EUR,web
#1919,2025-11-15,paid,fulfilled,Spain,Andalucía,Sevilla,cust_01022,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-02,Small,4,22.58,16.16,74.16,162.65,EUR,web
#1919,2025-11-15,paid,fulfilled,Spain,Andalucía,Sevilla,cust_01022,Ceramic Tea Kettle,Kitchen,Aurora Kitchen,SKU-0009-03,,2,13.93,0,27.86,162.65,EUR,web
#3469,2026-05-16,paid,fulfilled,Spain,País Vasco,San Sebastián,cust_00697,Brass Candle Holder,Lighting,Lumen Co,SKU-0034-01,Large,1,43.61,0,43.61,77.95,EUR,web
#3469,2026-05-16,paid,fulfilled,Spain,País Vasco,San Sebastián,cust_00697,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-02,,1,25.7,4.89,20.81,77.95,EUR,web
#3409,2026-05-09,paid,fulfilled,Spain,Galicia,A Coruña,cust_01128,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,Small,1,22.58,4.04,18.54,72.08,EUR,web
#3409,2026-05-09,paid,fulfilled,Spain,Galicia,A Coruña,cust_01128,Ceramic Tea Kettle,Kitchen,Aurora Kitchen,SKU-0009-02,,2,13.93,0,27.86,72.08,EUR,web
#3409,2026-05-09,paid,fulfilled,Spain,Galicia,A Coruña,cust_01128,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-03,,1,13.17,0,13.17,72.08,EUR,web
#3867,2026-07-09,paid,fulfilled,Italy,Lombardia,Milano,cust_00191,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,,1,14.92,0,14.92,170.69,EUR,web
#3867,2026-07-09,paid,fulfilled,Italy,Lombardia,Milano,cust_00191,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-02,Charcoal,4,25.7,0,102.8,170.69,EUR,web
#3867,2026-07-09,paid,fulfilled,Italy,Lombardia,Milano,cust_00191,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-03,,1,23.35,0,23.35,170.69,EUR,web
#3993,2026-07-31,paid,partial,Portugal,Porto,Porto,cust_01188,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,3,31.82,9.11,86.35,104.48,EUR,web
#3700,2026-06-17,paid,fulfilled,Portugal,Lisboa,Lisboa,cust_00267,Bamboo Garden Lantern,Outdoor,Terra Garden,SKU-0059-01,,1,40.04,0,40.04,48.45,EUR,web
#2691,2026-01-23,paid,fulfilled,Spain,Cataluña,Girona,cust_00391,Ceramic Shower Curtain,Bath,Pure Bath,SKU-0054-01,,1,32.3,0,32.3,82.28,EUR,pos
#2691,2026-01-23,paid,fulfilled,Spain,Cataluña,Girona,cust_00391,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-02,Natural,2,17.85,0,35.7,82.28,EUR,pos
#2281,2025-12-13,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00739,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-01,,1,24.54,2.66,21.88,107.27,EUR,mobile
#2281,2025-12-13,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00739,Marble Cotton Sheet Set,Bedding,Nordic Sleep,SKU-0026-02,,1,66.77,0,66.77,107.27,EUR,mobile
#1289,2025-09-10,paid,fulfilled,Spain,Cataluña,Girona,cust_00454,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0011-01,Natural,1,33.15,0,33.15,40.11,EUR,web
#2435,2025-12-24,paid,fulfilled,Spain,Valencia,Valencia,cust_00099,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,1,13.17,0,13.17,15.94,EUR,web
#2517,2025-12-30,paid,fulfilled,Portugal,Lisboa,Lisboa,cust_00849,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,Charcoal,1,13.17,0,13.17,15.94,EUR,web
#1380,2025-09-23,paid,fulfilled,Spain,Madrid,Madrid,cust_00468,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,1,13.17,0,13.17,15.94,EUR,web
#2753,2026-02-02,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00889,Walnut Wool Throw,Bedding,Nordic Sleep,SKU-0027-01,,1,63.89,0,63.89,104.82,EUR,web
#2753,2026-02-02,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00889,Linen Table Runner,Decor,Casa Bonita,SKU-0046-02,,1,22.74,0,22.74,104.82,EUR,web
#2721,2026-01-28,paid,fulfilled,Spain,País Vasco,Bilbao,cust_00818,Walnut Wool Throw,Bedding,Nordic Sleep,SKU-0027-01,,2,63.89,0,127.78,154.61,EUR,web
#3137,2026-04-02,paid,fulfilled,Italy,Lombardia,Milano,cust_00480,Ceramic Pillow Case Pair,Bedding,Nordic Sleep,SKU-0028-01,,1,43.58,0,43.58,134.99,EUR,web
#3137,2026-04-02,paid,fulfilled,Italy,Lombardia,Milano,cust_00480,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-02,Large,2,33.99,0,67.98,134.99,EUR,web
#2729,2026-01-29,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00534,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,38.5,EUR,mobile
#3445,2026-05-13,paid,fulfilled,Spain,Madrid,Madrid,cust_00770,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-01,Large,1,25.7,0,25.7,242.17,EUR,web
#3445,2026-05-13,paid,fulfilled,Spain,Madrid,Madrid,cust_00770,Brass Candle Holder,Lighting,Lumen Co,SKU-0034-02,Large,4,43.61,0,174.44,242.17,EUR,web
#3043,2026-03-17,paid,fulfilled,Spain,Galicia,A Coruña,cust_00546,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0014-01,,1,40.12,7.49,32.63,39.48,EUR,web
#2849,2026-02-19,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_01178,Marble Utensil Holder,Kitchen,Aurora Kitchen,SKU-0007-01,,1,17.14,0,17.14,232.13,EUR,mobile
#2849,2026-02-19,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_01178,Oak Pillow Case Pair,Bedding,Nordic Sleep,SKU-0020-02,,4,54.3,42.5,174.7,232.13,EUR,mobile
#2499,2025-12-29,paid,fulfilled,Spain,Galicia,Vigo,cust_00319,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,,1,33.99,0,33.99,60.25,EUR,web
#2499,2025-12-29,paid,fulfilled,Spain,Galicia,Vigo,cust_00319,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-02,,1,17.85,2.05,15.8,60.25,EUR,web
#3757,2026-06-23,paid,fulfilled,Germany,Berlin,Berlin,cust_00208,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-01,Small,1,24.54,2.31,22.23,26.9,EUR,web
#2214,2025-12-08,paid,fulfilled,France,Occitanie,Toulouse,cust_00711,Walnut Mattress Topper,Bedding,Nordic Sleep,SKU-0022-01,,1,62.76,0,62.76,75.94,EUR,web
#2523,2025-12-30,refunded,fulfilled,Germany,Hamburg,Hamburg,cust_00263,Bamboo Garden Lantern,Outdoor,Terra Garden,SKU-0059-01,,1,40.04,0,40.04,139.95,EUR,web
#2523,2025-12-30,refunded,fulfilled,Germany,Hamburg,Hamburg,cust_00263,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-02,,1,14.92,0,14.92,139.95,EUR,web
#2523,2025-12-30,refunded,fulfilled,Germany,Hamburg,Hamburg,cust_00263,Linen Reading Light,Lighting,Lumen Co,SKU-0036-03,,2,30.35,0,60.7,139.95,EUR,web
#1077,2025-08-12,paid,fulfilled,Portugal,Lisboa,Lisboa,cust_00848,Linen Ceramic Vase,Decor,Casa Bonita,SKU-0041-01,,2,37.99,0,75.98,168.94,EUR,web
#1077,2025-08-12,paid,fulfilled,Portugal,Lisboa,Lisboa,cust_00848,Marble Bath Mat,Bath,Pure Bath,SKU-0052-02,,2,31.82,0,63.64,168.94,EUR,web
#3991,2026-07-30,paid,fulfilled,Spain,Valencia,Valencia,cust_00436,Linen Pendant Light,Lighting,Lumen Co,SKU-0031-01,,2,45.87,0,91.74,111.01,EUR,web
#2977,2026-03-08,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00240,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,3,23.35,0,70.05,113.06,EUR,web
#2977,2026-03-08,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00240,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-02,Charcoal,1,23.39,0,23.39,113.06,EUR,web
#1203,2025-08-31,paid,fulfilled,Spain,Andalucía,Málaga,cust_00242,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,Charcoal,2,17.85,0,35.7,207.64,EUR,pos
#1203,2025-08-31,paid,fulfilled,Spain,Andalucía,Málaga,cust_00242,Copper Scented Candle,Decor,Casa Bonita,SKU-0045-02,Large,1,8.24,0,8.24,207.64,EUR,pos
#1203,2025-08-31,paid,fulfilled,Spain,Andalucía,Málaga,cust_00242,Marble Quilted Bedspread,Bedding,Nordic Sleep,SKU-0021-03,,2,63.83,0,127.66,207.64,EUR,pos
#3356,2026-05-03,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00018,Ceramic Shower Curtain,Bath,Pure Bath,SKU-0054-01,Natural,1,32.3,4.05,28.25,34.18,EUR,web
#1066,2025-08-10,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00226,Ceramic Shower Curtain,Bath,Pure Bath,SKU-0054-01,,3,32.3,0,96.9,117.25,EUR,web
#2203,2025-12-07,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00778,Walnut Mixing Bowl,Kitchen,Aurora Kitchen,SKU-0008-01,,1,38.08,0,38.08,74.38,EUR,mobile
#2203,2025-12-07,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00778,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-02,Medium,1,23.39,0,23.39,74.38,EUR,mobile
#1241,2025-09-04,paid,fulfilled,France,Occitanie,Toulouse,cust_00132,Ceramic Cotton Sheet Set,Bedding,Nordic Sleep,SKU-0018-01,,1,49.14,0,49.14,59.46,EUR,web
#3958,2026-07-23,partially_refunded,fulfilled,Italy,Lombardia,Milano,cust_00231,Copper String Lights,Lighting,Lumen Co,SKU-0035-01,Large,1,40.63,5.13,35.5,42.96,EUR,web
#1598,2025-10-19,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00018,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-01,,1,23.39,0,23.39,28.3,EUR,web
#1468,2025-10-04,paid,fulfilled,Spain,Cataluña,Girona,cust_01153,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,,1,17.85,0,17.85,52.7,EUR,web
#1468,2025-10-04,paid,fulfilled,Spain,Cataluña,Girona,cust_01153,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-02,,1,25.7,0,25.7,52.7,EUR,web
#2820,2026-02-14,paid,fulfilled,Spain,Galicia,A Coruña,cust_01105,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0014-01,,1,40.12,0,40.12,105.05,EUR,web
#2820,2026-02-14,paid,fulfilled,Spain,Galicia,A Coruña,cust_01105,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-02,Natural,2,23.35,0,46.7,105.05,EUR,web
#3840,2026-07-05,paid,fulfilled,Spain,Andalucía,Málaga,cust_00030,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,Natural,2,17.85,0,35.7,43.2,EUR,web
#1879,2025-11-13,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00487,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,2,23.35,0,46.7,222.05,EUR,web
#1879,2025-11-13,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00487,Walnut Mixing Bowl,Kitchen,Aurora Kitchen,SKU-0008-02,,3,38.08,18.69,95.55,222.05,EUR,web
#1879,2025-11-13,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00487,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-03,,1,14.92,0,14.92,222.05,EUR,web
#1879,2025-11-13,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00487,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-04,,2,13.17,0,26.34,222.05,EUR,web
#1156,2025-08-24,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00803,Stone Espresso Mug,Kitchen,Aurora Kitchen,SKU-0005-01,Natural,2,17.01,0,34.02,288.36,EUR,web
#1156,2025-08-24,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00803,Brass Candle Holder,Lighting,Lumen Co,SKU-0034-02,,1,43.61,0,43.61,288.36,EUR,web
#1156,2025-08-24,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00803,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-03,,2,22.58,0,45.16,288.36,EUR,web
#1156,2025-08-24,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00803,Marble Cotton Sheet Set,Bedding,Nordic Sleep,SKU-0026-04,,2,66.77,18.02,115.52,288.36,EUR,web
#2871,2026-02-22,paid,fulfilled,France,Provence,Nice,cust_00125,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0012-01,,1,15.09,0,15.09,35.11,EUR,web
#2871,2026-02-22,paid,fulfilled,France,Provence,Nice,cust_00125,Ceramic Tea Kettle,Kitchen,Aurora Kitchen,SKU-0009-02,,1,13.93,0,13.93,35.11,EUR,web
#3383,2026-05-05,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00390,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-01,,2,23.39,0,46.78,95.11,EUR,web
#3383,2026-05-05,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00390,Marble Bath Mat,Bath,Pure Bath,SKU-0052-02,Large,1,31.82,0,31.82,95.11,EUR,web
#1375,2025-09-22,paid,fulfilled,Spain,Andalucía,Málaga,cust_00283,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,Small,2,16.22,0,32.44,75.36,EUR,web
#1375,2025-09-22,paid,fulfilled,Spain,Andalucía,Málaga,cust_00283,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-02,Natural,2,14.92,0,29.84,75.36,EUR,web
#2621,2026-01-12,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00661,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,,1,14.92,0,14.92,18.05,EUR,web
#3450,2026-05-14,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00776,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0006-01,,1,27.52,2.61,24.91,66.86,EUR,web
#3450,2026-05-14,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00776,Linen Reading Light,Lighting,Lumen Co,SKU-0036-02,Charcoal,1,30.35,0,30.35,66.86,EUR,web
#1932,2025-11-16,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00656,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,75.23,EUR,web
#1932,2025-11-16,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00656,Linen Reading Light,Lighting,Lumen Co,SKU-0036-02,Medium,1,30.35,0,30.35,75.23,EUR,web
#2813,2026-02-13,paid,fulfilled,Germany,Berlin,Berlin,cust_00277,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,1,23.35,0,23.35,74.77,EUR,web
#2813,2026-02-13,paid,fulfilled,Germany,Berlin,Berlin,cust_00277,Oak Bath Towel Set,Bath,Pure Bath,SKU-0051-02,,1,25.27,0,25.27,74.77,EUR,web
#2813,2026-02-13,paid,fulfilled,Germany,Berlin,Berlin,cust_00277,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-03,,1,13.17,0,13.17,74.77,EUR,web
#2373,2025-12-20,paid,fulfilled,Spain,Galicia,Vigo,cust_00617,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,Medium,1,23.35,0,23.35,137.47,EUR,web
#2373,2025-12-20,paid,fulfilled,Spain,Galicia,Vigo,cust_00617,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-02,,2,32.28,0,64.56,137.47,EUR,web
#2373,2025-12-20,paid,fulfilled,Spain,Galicia,Vigo,cust_00617,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-03,,1,25.7,0,25.7,137.47,EUR,web
#1645,2025-10-22,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00017,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0011-01,,1,33.15,0,33.15,40.11,EUR,web
#1770,2025-11-04,paid,fulfilled,Spain,Madrid,Madrid,cust_00488,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,Small,1,33.99,6.35,27.64,33.44,EUR,web
#3432,2026-05-12,paid,fulfilled,Spain,Cataluña,Girona,cust_00100,Oak Vanity Tray,Bath,Pure Bath,SKU-0056-01,,1,24.8,0,24.8,30.01,EUR,web
#1786,2025-11-06,paid,fulfilled,France,Île-de-France,Versailles,cust_00317,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,Small,1,31.82,0,31.82,78.61,EUR,pos
#1786,2025-11-06,paid,fulfilled,France,Île-de-France,Versailles,cust_00317,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0011-02,Small,1,33.15,0,33.15,78.61,EUR,pos
#1498,2025-10-08,paid,fulfilled,France,Provence,Marseille,cust_00504,Walnut Mixing Bowl,Kitchen,Aurora Kitchen,SKU-0008-01,Medium,1,38.08,0,38.08,46.08,EUR,web
#1950,2025-11-18,paid,fulfilled,Spain,Madrid,Madrid,cust_00468,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,38.5,EUR,pos
#2668,2026-01-19,paid,fulfilled,France,Île-de-France,Versailles,cust_00420,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,Small,1,22.58,0,22.58,87.34,EUR,web
#2668,2026-01-19,paid,fulfilled,France,Île-de-France,Versailles,cust_00420,Oak Vanity Tray,Bath,Pure Bath,SKU-0056-02,,2,24.8,0,49.6,87.34,EUR,web
#2707,2026-01-26,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00998,Walnut Soap Dispenser,Bath,Pure Bath,SKU-0053-01,Small,2,31.22,0,62.44,75.55,EUR,web
#3366,2026-05-03,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_00464,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0014-01,Medium,1,40.12,0,40.12,48.55,EUR,web
#3428,2026-05-12,paid,fulfilled,Spain,Andalucía,Málaga,cust_00788,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,,3,22.58,8.26,59.48,128.05,EUR,pos
#3428,2026-05-12,paid,fulfilled,Spain,Andalucía,Málaga,cust_00788,Bamboo Floor Lamp,Lighting,Lumen Co,SKU-0032-02,Natural,1,46.35,0,46.35,128.05,EUR,pos
#2913,2026-02-28,paid,fulfilled,France,Provence,Marseille,cust_00444,Linen Reading Light,Lighting,Lumen Co,SKU-0036-01,,1,30.35,5.3,25.05,30.31,EUR,pos
#3459,2026-05-15,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00759,Brass Candle Holder,Lighting,Lumen Co,SKU-0034-01,Large,1,43.61,0,43.61,52.77,EUR,web
#3374,2026-05-04,paid,fulfilled,France,Occitanie,Toulouse,cust_00844,Walnut Wool Throw,Bedding,Nordic Sleep,SKU-0027-01,,1,63.89,0,63.89,77.31,EUR,pos
#2589,2026-01-07,refunded,fulfilled,Germany,Hamburg,Hamburg,cust_00394,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,Small,1,14.92,0,14.92,100.31,EUR,web
#2589,2026-01-07,refunded,fulfilled,Germany,Hamburg,Hamburg,cust_00394,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-02,Large,2,33.99,0,67.98,100.31,EUR,web
#3882,2026-07-12,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00660,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-01,Charcoal,3,24.54,12.84,60.78,73.54,EUR,mobile
#3656,2026-06-10,paid,fulfilled,France,Occitanie,Toulouse,cust_00666,Walnut Wool Throw,Bedding,Nordic Sleep,SKU-0027-01,,1,63.89,0,63.89,77.31,EUR,web
#3158,2026-04-04,paid,fulfilled,France,Provence,Nice,cust_01002,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,Medium,1,31.82,0,31.82,38.5,EUR,web
#1789,2025-11-06,paid,fulfilled,France,Provence,Marseille,cust_00073,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,1,23.35,0,23.35,28.25,EUR,web
#3491,2026-05-19,paid,fulfilled,Spain,Galicia,Vigo,cust_00357,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,Charcoal,1,22.58,0,22.58,65.82,EUR,mobile
